con_C_rep1	con_C_rep2	con_C_rep3	con_E_rep1	con_E_rep2	con_E_rep3	con_S_rep1	con_S_rep2	con_S_rep3
YBR047W	-3.36066796844428	-1.88907186835979	-1.82046419557706	1.10231406840945	1.7959092007483	2.25525822420121	0.66534460009975	0.784220797213112	0.467157141709315
YLR044C	2.44858919398839	2.34620310656013	2.51480877932094	-3.41259074096909	-3.48503679558883	-3.75575166048318	1.13396943966985	1.10684097613061	1.10296770137118
YCR057C	1.07672418100636	1.152361684546	1.27245611514856	-1.04564722924602	-0.679914524402519	-1.32078720790941	-0.0502764672291756	0.0333560950915572	-0.438272647005352
YLR372W	1.36207443980276	1.30729275936783	1.50658078310207	-1.08511715668638	-1.05287368461308	-1.14760461390754	-0.309668225279811	-0.120768620686694	-0.45991568109915
YLR058C	1.80063079247634	1.95056762543722	1.89166331728775	-1.59563577347551	-1.14769287352431	-1.85668146272672	-0.316418327407959	-0.157099059543508	-0.5693342385233
YNL034W	-0.98602479305274	-1.04025064106347	-1.06374235639796	0.56191851823761	0.429493524441149	0.094405477267995	0.631273689788106	0.70818681471515	0.664739766064162
YEL057C	-3.55443631171983	-1.89765228038955	-2.33172352286063	1.27724325151951	0.754905272113094	1.95559325655756	1.19499998550536	0.806898908656169	1.79417144061832
YKL065W-A	-5.80047389148222	-2.75188893390917	-2.68744022618233	2.3516030254843	1.36462404140433	1.89909162158371	1.76061544268028	2.03891888358627	1.82495003683483
YIL018W	1.45033131665307	1.41116574850385	1.52133061373337	-1.58628787259439	-1.3790616193056	-1.85205627263602	0.218625369461149	0.215526860920573	0.000425855263996411
YGL263W	0.931493770518739	1.24654538714928	0.967414082706048	-0.500295750186599	0.0680557876896422	0.689781645775609	-1.02287135181609	-1.14286222748382	-1.2372613443528
YIL172C	-1.15047978796995	-1.06699480246687	-1.21492641815926	1.33586031076392	1.25044566076539	1.27705030935101	-0.344002150853271	-0.230632596395326	0.143679474964368
YOR328W	-1.30784343967713	-1.4381870874527	-1.49800635635663	0.504714243934039	0.442883138534726	0.763625260821837	0.884711062065783	0.796707309258174	0.851395868871906
YNL333W	-1.75395162782691	-1.38552745862309	-1.21640711387178	1.0379603195456	1.46218134542521	1.03964930959944	0.0458052572597705	0.419262804212207	0.351027164279567
YKL072W	0.824212696068724	0.887915957900834	0.635107794840765	-0.923432050657531	-1.08562082316193	-1.19399354029305	0.484863362594039	0.194929774126001	0.17601682858215
YHR140W	-1.5213016553269	-1.22206197632534	-1.68226088200193	0.733493246999852	0.718791030250165	0.762514208151774	0.924517935783749	0.416690607725145	0.86961748474348
YKR075C	-1.04500763458848	-1.376094438112	-1.50568372534559	-0.114774566121222	-0.0285980594355157	0.193301376936192	1.35940613562149	1.29612763345375	1.22132327759138
YGR146C	-1.37000458552813	-1.67006247835869	-1.20667195836791	-0.125761463855544	-0.278521716745381	0.513983603969143	1.40566904913505	1.16547682370325	1.56589272604822
YIL087C	-1.27552374907857	-1.64453710732988	-1.43011509511201	1.05474945198588	0.895718238017466	1.18457552937042	0.516825513543628	0.158187019277795	0.540120199325269
YML131W	-1.77217667193078	-1.74698562996088	-1.78176192463679	0.508006408720284	0.364392913951447	0.354199843396557	1.39642350279509	1.19760364446538	1.48029791319968
YJR019C	-1.79852824220256	-1.92900856564641	-1.82305502757257	0.404534776321873	0.614584059071307	0.40169205230675	1.39526058502912	1.34284524281389	1.39167511987861
YBR031W	1.06110992921955	1.05257566891967	1.17536687090698	-1.01222034804613	-0.760738210093162	-1.08383015465041	-0.162650617136173	-0.0372478345561316	-0.232365304564194
YDR379C-A	-2.23406758158811	-2.54770511721487	-2.35064297977	1.55689830110303	1.08317554237503	1.32561107147476	1.13251402588496	0.917147839964874	1.11706889777033
YPL054W	-3.16130741018413	-2.76419595811341	-2.85311379489985	1.30386850996339	1.41729430802633	1.70886861535399	1.38710581779067	1.4710056682583	1.4904742438047
YBR076W	-1.34199651118531	-0.763424324158943	-2.2779974969887	0.747537595118436	0.966783903831954	1.19190238652273	0.629406650299491	0.634660041838703	0.213127754721642
YKL217W	-5.02278563187162	-4.69280280885238	-4.91921248315945	2.22512588621456	2.04945230262354	2.20829327885791	2.78837039064343	2.56774202755687	2.79581703798715
YOL153C	-1.81989054108318	-1.37580978437021	-1.64594330926774	1.04917663487971	1.03687361417323	1.29747576072168	0.479109323484795	0.384056777436083	0.594951524025639
YOR108W	1.36171458027299	1.38849787656407	1.42562868150986	-1.06993324495211	-0.764915087040334	-1.10795733658212	-0.309495211765697	-0.377533817122471	-0.54600644088418
YGR128C	1.14085867963558	1.13388614456016	1.21849354809135	-1.0062199012413	-1.11541905556763	-1.28878412012855	0.122189841012013	0.0121417767046657	-0.217146913066284
YBR012W-B	-0.0792385057324162	0.00733449706321032	-1.01129967707584	0.889808565938672	0.726819611706736	1.17773414731418	-0.469289321539232	-0.230569640599464	-1.01129967707584
YJL190C	1.81167389299843	1.81592936487671	1.80233817515864	-2.22077145374201	-1.57921937898583	-2.15109214029478	0.19463768111612	0.343495385838979	-0.0169915269662528
YDR074W	-1.44368391829314	-1.57620025300553	-1.47161793267238	0.541472686103971	0.291283626910782	0.590550619514619	1.00976874330547	0.853525302824321	1.20490112531189
YKL026C	-4.05768139183881	-3.27000754551111	-2.0263834978003	1.63686718139615	1.363183697635	1.74657372348538	1.61893555373316	1.53430930753828	1.45420297136225
YDL222C	-3.41244280045208	-3.67462388007603	-3.26007183209342	1.73485426422581	1.19659441510884	1.48621725281092	1.94861187182663	1.70361024119475	2.27725046745458
YGR032W	-1.70196192606594	-1.8361144287915	-1.81892240483584	1.07721022822095	0.924792898825384	1.1204237305947	0.744547668380187	0.799204624025891	0.690819609646169
YAR020C	-4.55778497958797	-4.55778497958797	-0.0354780867165845	-0.226294721748629	1.43754124118076	0.845789521459096	2.32656872726001	2.32900901038732	2.43843426735397
YOR369C	1.61362047834295	1.5625746590974	1.72195945100489	-1.556920419505	-1.72509427736772	-1.8515205965335	0.12140172523412	0.152540512372299	-0.0385615326454456
YFR049W	-1.69869828906055	-1.55513748712576	-1.5197398658588	1.35227376646385	1.36062484655539	1.26323503727642	0.190425704250526	0.0867044945461002	0.520311792952815
YPR030W	-2.22774498293048	-2.20499817267665	-2.54169635709501	1.42342928043308	1.32382648530908	1.46224635999493	0.941191115700631	0.924967990915267	0.898778280349146
YPL075W	0.985176454774386	0.966962974247364	1.11304070885162	-1.02587442787419	-1.31702717889073	-1.05191407872413	0.157525057682393	-0.046921181422455	0.219031671355733
YJL166W	-1.15035561413567	-1.20316845755379	-1.04996692270554	1.12026878203359	0.928517788838501	1.11467016081715	0.118678132895672	0.131397011679381	-0.0100408818692861
YGL258W-A	-0.121968412665294	0.455466742913425	-0.926140635460497	1.68831861024503	1.79495855324669	1.61163125453733	-0.250348722985166	-0.415044092468105	-3.83687329736341
YLR448W	1.1641302029871	1.16939543681972	1.31807114572454	-1.36182449926013	-1.2229898768277	-1.44600502721039	0.061245063679559	0.175405774996412	0.142571779090892
YML039W	-0.300757931435489	-0.300757931435489	-0.300757931435489	1.11445989345335	-0.300757931435489	0.990845626595075	-0.300757931435489	-0.300757931435489	-0.300757931435489
YGR230W	-1.12612113702023	-1.45675731222595	-0.810727632645174	0.0615447986728412	0.24328087032991	-0.0709824649572797	1.14966521169474	0.812936301324845	1.19716136482631
YLR180W	1.37909964284358	1.44483725638681	1.50687103367914	-1.05605982305525	-0.927033144864595	-1.25150159579273	-0.281482123731983	-0.173537916223319	-0.641193329241655
YPL183C	0.9551693190773	1.12457661197674	0.990987474323997	-0.753899426865915	-0.922300078091121	-0.943622909329272	-0.193992470820708	-0.0409287987526756	-0.215989721518342
YNL274C	-2.16871021927869	-1.80308020859523	-2.12149464007849	0.993342221527088	0.886288808572688	1.05683211993335	1.00006908490495	0.959953524229997	1.19679930878434
YDR453C	-1.40099618014133	-1.55082525341583	-1.53369241149008	1.44254401653494	0.585150950019524	1.47381120502079	0.415931842086295	-0.0785486846686849	0.646624516054381
YPL277C	-1.39210177810452	-1.18159932639765	-1.64486784848449	0.0855433737383864	0.0954303760407416	0.358020875704606	1.30448423226365	0.98577785272757	1.38931224251171
YMR107W	-4.69340380581604	-8.08007682073875	-8.08007682073875	3.14306332180667	2.97420256598142	3.17733754183958	3.84738190604566	3.6996503305172	4.01192178110302
YDR148C	-1.48135167640438	-1.55208571744391	-1.6553831768329	1.32715475778177	1.42523225144857	1.3446712891221	0.143369130735431	0.222992666515749	0.225400475077567
YOL136C	0.887039682999022	0.898433744579699	1.01904482176516	-1.09145120574271	-1.76931483744405	-1.06586652200087	0.413707175746785	0.503174193694354	0.205232946402618
YFL019C	-2.93793477464332	-2.93793477464332	0.122285583673535	1.81374317104426	1.3387107682523	1.92753869493209	1.01951556170379	0.130220081420979	-0.476144311740318
YPR193C	-2.32387460248767	-1.71413288238284	-2.57561596318101	1.41931786834222	1.39073855007705	1.19415094852554	0.648381052382583	0.899216548798646	1.06181847992547
YHR126C	-0.927467730804524	-2.16074226979546	-2.16074226979546	-0.967285904045873	-0.263114595515908	-2.16074226979546	3.03995039635926	3.55792074262747	2.04222390076595
YOR065W	-1.3032402663411	-1.23018695017338	-1.47325938305858	1.19212454915991	1.22615670268917	1.02181585297608	0.258550791937591	0.0974254702307196	0.210613232579592
YPR158W-A	0.366965554078412	-1.57188478292765	-1.57188478292765	2.24317823426522	2.42423275475126	1.71735950222899	-1.57188478292765	-0.464196913613278	-1.57188478292765
YCR021C	-3.19235894646164	-2.70248967613449	-3.15232368173093	2.11026126994913	1.60533379246378	2.17099650574371	0.838384576969473	1.08779424708037	1.2344019121206
YNR034W-A	-3.71820122707701	-3.6961176660211	-3.83503368182818	2.97302665653215	2.51268417319104	2.89564106068995	0.865043256866294	0.737684353140564	1.26527307450629
YIL111W	-0.371744675376637	-0.65297509486423	-0.877437380315975	1.41666664155266	1.23191873170124	1.35421586662944	-1.03091012034877	-0.388785292404924	-0.680948676572791
YEL020C	-1.61925095261018	-1.03604225495402	-1.27299560013731	0.921597644454958	0.929928562680127	0.923242953949647	0.249062832118929	0.500237757424199	0.404219057073644
YMR300C	1.45879571874037	1.4275814065253	1.35187734703374	-1.10677098332816	-0.63973920598	-1.74862746883551	-0.284213277397279	-0.106994472705937	-0.351909064052526
YDR119W-A	-1.69551850029622	-6.07929190225466	-6.07929190225466	2.36982371968038	1.63561298244346	1.82169562829349	2.53748481420884	2.87150017212159	2.61798498805778
YIL110W	1.15714956009854	0.872645598006746	0.982050234144933	-1.07219795794973	-1.00164485183847	-0.748177085314188	0.0743450596861033	0.231779183661737	-0.495949740495672
YNR069C	-1.39963481452521	-1.22204035648484	-0.854468269904667	0.528833964554303	0.690876013991992	1.22140377871313	0.118091933305875	0.486425325008942	0.43051242534047
YLR312C	-4.08407763353377	-3.40603871524055	-3.48015215203384	2.00815066075602	2.02465715623903	1.84348952504051	1.74400804556421	1.60319386579536	1.74676924741303
YPL223C	-4.25255684794616	-4.12601245845519	-4.59588495334136	0.877566916729956	0.557881920054344	0.987219561056907	3.47499377364506	3.48998534384975	3.58680674440668
YHL008C	-0.889995691292131	-0.889043731481352	-1.13339511347808	1.64217722632811	1.44248301676035	1.55501068382184	-0.408792253158865	-0.555438743275002	-0.763005394224872
YDR529C	-1.04030644208319	-1.04627728994302	-1.03867201654572	1.10633424928912	1.09503322678185	0.973818373811378	-0.0194839136599665	-0.0341765696365073	0.00373038198606324
YPL156C	-3.13415773416718	-2.82160491671792	-2.27780823025187	1.88667971205303	1.80558074202549	1.986349993204	0.912701972960935	0.795615190730221	0.846643270163295
YML054C	-3.15422591324534	-2.87889567168382	-3.36252122221074	1.34011979964576	1.54870322541707	1.09526924161806	1.82592086369785	1.61826886697244	1.96736080978874
YOR120W	-2.2831552059695	-2.07148919122611	-2.49984708502615	1.17070459947938	0.876767382658417	1.27644894967074	1.12999247062417	1.04804164734599	1.35253643244307
YLR432W	0.949058263687662	0.974448757770933	1.07385237597762	-1.36271127486168	-1.22695601040935	-1.75674419002183	0.530038977898562	0.564764172512069	0.254248927446022
YER037W	-1.54238906774572	-1.74995765621653	-1.53209586767088	0.786621147864101	0.584867666645769	0.829935382290166	0.985412978372557	0.812393395865905	0.825212020594633
YGL081W	-1.30847430908955	-1.30663589528119	-1.36929510086972	-0.188617043130529	0.297036498119049	0.258672630759611	1.13873936894318	1.22153177865952	1.25704207188963
YJL161W	-2.24563151325345	-2.0423628149679	-1.79963845003025	1.37677385487215	0.836540895111009	0.996402389147033	0.812949241312229	0.901263946738392	1.16370245107079
YER054C	-2.12316088577915	-2.27457329254077	-2.0740083123017	0.225869246758429	-0.0351432180725606	0.40514375725025	1.94983163539985	1.75524014294176	2.17080092634389
YDR508C	1.32523604112395	1.20431548576265	1.2981431949055	-0.717593462686541	-1.07316265683446	-1.34246382107061	-0.341294036654875	0.0149435589518179	-0.368124303497432
YIL079C	1.07225810445173	1.21355978687997	0.791569720638414	-0.823228250132425	-1.08680563491162	-0.974367934387748	0.00625285472484016	0.134136666010869	-0.333375313274034
YBR191W	1.28605308195811	1.24638365491604	1.4016792604265	-1.58453016771912	-1.28291035316595	-1.59668555712165	0.180742353691972	0.277150399653294	0.0721173273607931
YMR017W	-1.06930658467417	-0.932018740343862	-1.31717055586661	0.46706180815925	0.112431402742959	0.43492708205775	0.931116977479396	0.645942371901659	0.727016238543624
YIL125W	-1.52418099236251	-1.55053533988726	-1.83543698430942	1.56465401924757	1.68072872018883	1.63626813288701	-0.0212008016114362	0.0286301101538919	0.0210731356933298
YOR289W	-1.98669786527586	-2.22833505896088	-2.19335183122346	0.99173757320408	1.01120684903772	1.116481361203	1.09434088224048	1.0738262181209	1.12079187165403
YLR070C	-1.73432601186947	-2.20454109874693	-1.57140811367115	0.48693910129172	0.632070109942152	0.652644447201214	1.29564254015611	1.24883205172555	1.1941469739708
YFL058W	-2.06041829810275	-2.06997788056233	-2.12537896362647	0.610215543525673	0.607094582154331	0.611586630539732	1.3963401236602	1.82331440521357	1.20722385719805
YHR092C	3.30766422817555	3.3764415628748	3.13007235527697	-2.63285010999101	-2.81118450866031	-3.1412946953391	-0.189951312143648	-0.155306987589854	-0.883590532603391
YBL045C	-1.06965124692383	-0.952316421352988	-1.16580567705004	1.07665452373032	1.11721834842805	1.07133257893733	-0.0267527527744136	-0.0882192823134513	0.0375399293190259
YBL078C	-1.49619126597323	-1.64185514640281	-1.70082101205923	0.768519551449021	0.856468079541225	0.824008317821059	0.74032895231643	0.726475331853285	0.923067191454249
YGL205W	-3.65094629549232	-3.79616602724198	-3.32901820060496	0.893596065057936	1.17716978851569	0.655414170434062	2.72621125210033	2.55112400580935	2.77261524142189
YNL092W	-1.07690216544882	-1.37212397210335	-1.00638626593092	0.495825549550013	-0.0460025259022583	0.677566868133004	0.552394041530511	0.834411843224538	0.941216626947289
YPR137W	1.02741740352181	1.11801134171127	1.07740456730786	-0.94383271333461	-0.931354831312778	-1.21594263464025	-0.155346787009202	0.118049143925403	-0.0944054901694997
YCR012W	1.39161807145132	1.35460064347732	1.47036018678262	-2.15538182261026	-2.28024695611543	-2.21797114524614	0.809266362773036	0.733035815198605	0.894718844288947
YER158C	-1.24364383488348	-1.03109516954453	-1.07922080975616	0.864729561239433	0.988752218377503	1.04797785222909	0.134968002577462	0.361158348275076	-0.0436261685144013
YKL148C	-2.34984482059949	-2.0700819525758	-2.5250723332714	1.94411214788164	2.06005700652202	1.80566482763702	0.39462946487555	0.371013040353164	0.369522619177303
YBR054W	-1.7692673095447	-2.22905969213509	-2.22251485084501	1.12250234455526	0.840874794307171	0.606292342002031	1.1712390354539	1.18725369881366	1.29267963739276
YLL057C	-1.12347207519452	-1.055548321084	-0.987557851798316	0.9214721780812	0.961267538287884	0.82131072933137	0.218394060624704	0.264090040801187	-0.0199562990495155
YER055C	1.20876689481636	1.21154735060383	1.31480955825684	-0.811328886020103	-0.7615914855259	-1.04862525043526	-0.358574680331579	-0.326752095993998	-0.42825140537019
YDR461C-A	-1.63201900854266	-1.60298288918179	-1.0929576268455	1.08346697497378	0.955783428655604	0.821597688617356	0.382715417831951	0.455324045007131	0.629071969484121
YNL065W	1.46648801891763	1.5160300127964	1.12565642011244	-1.35722062326023	-1.44228312665199	-1.25039781983313	-0.131137026721311	0.40544150650662	-0.332577361866426
YBR189W	1.45145656078197	1.50908603004307	1.59244758252722	-1.63431068325025	-1.58806141099346	-2.04950919227075	0.250984150583321	0.287889519566971	0.180017443011916
YER117W	1.16912325693178	1.17683743389558	1.29800206883452	-1.1846569546158	-1.06317471600857	-1.35317023460416	-0.0298903824658705	0.0386151868720042	-0.051685658839471
YBR033W	-1.31161470596962	-1.30997823810147	-1.24102691944376	1.23028809429896	1.18972059895875	1.2225994433955	0.00410772610055421	0.176064440233791	0.0398395605272945
YNL052W	-1.36103365136097	-1.01862972516947	-1.34541726260699	1.22023724449993	1.20985076762042	1.30590979327866	0.00456557074836716	-0.0259566318959497	0.0104738948860081
YJR008W	-2.50152518581795	-2.42179799334721	-3.18831127030253	1.28189112481879	1.14797960658964	1.30311967787342	1.46170727458439	1.38455438541774	1.53238238018371
YLL009C	-0.161134691978731	-1.60414038829563	-0.862353330878959	1.6544869968499	1.45548816981933	1.13564349129712	-0.241720183591964	-1.03585738914531	-0.340412674075752
YBR298C	-2.47200149908722	-2.45912990937262	-2.80416644637805	2.41457498704517	1.60497329409513	2.44466472825442	0.486067820446864	0.33573716949237	0.449279855503939
YER039C-A	-5.02302062364406	-1.00572223711399	-0.381243411951942	1.10184511288735	-0.0798494310166857	1.47382516648289	1.45242099679291	1.26931941663277	1.19242501093076
YPR007C	-1.91952515698156	-1.69143465865245	-2.15767046109185	0.778357627901495	0.770179753152311	0.797746086598436	1.18095774227794	1.01247582956646	1.22891323722922
YCL026C-B	-1.32329811434126	-1.78487044269429	-0.887531628317796	1.15629525535127	0.841570892296647	1.5838973807629	0.158428740720999	0.236767087698353	0.0187408285231792
YKL009W	1.11750935938958	1.34552986650919	1.16256341398302	-1.3357360566844	-1.05331238712659	-1.39704676870117	-0.0130064223555246	0.333875146185095	-0.160376151199191
YDL061C	1.12246748167182	1.10458470422385	1.2528771631446	-1.54552563454512	-0.462675533659151	-1.93520851283994	0.0885906015046505	0.259026847511969	0.115862882987317
YDL110C	-1.3896055482144	-1.55600336026805	-1.49102894861743	0.385762350605722	0.371512745475298	0.308790263008369	1.14486439902686	1.02053111367263	1.205176985311
YJR096W	-2.08904090763799	-2.30802513786517	-2.26470118771303	1.57300479652974	1.21907551435175	1.57128992448702	0.640078452306744	0.716260407087746	0.942058138453189
YDR256C	-3.53564384043858	-3.23980400512739	-3.23010113638728	1.25428847505281	1.52176179858052	0.90240879127802	2.18786496045419	1.8947697758196	2.24445518076812
YPL196W	-0.919974111060854	-1.0306449304769	-1.35313009010403	1.05722065703838	0.865052266446422	1.02824688250908	-0.0059526687104956	0.134247615130527	0.224934379227865
YJL177W	1.43251206742132	1.42562659940915	1.54800495849732	-1.80293424033614	-1.57940536070632	-1.69532738283146	0.244160074025366	0.285713399282724	0.141649885238053
YPL230W	-2.85787097240036	-2.6292282668244	-2.72194140950168	1.3750752461833	1.08066312872285	1.22761511870982	1.48128365626352	1.36136644011416	1.68303705873278
YKR058W	-1.59928559378815	-1.41741605451535	-1.41047862803977	0.776499684451106	0.812445204857291	1.0258495396189	0.528729292632131	0.532658904261104	0.750997650522746
